ID	CK_1	CK_2	CK_3	Induce1h_1	Induce1h_2	Induce1h_3	Induce6h_1	Induce6h_2	Induce6h_3	Induce24h_1	Induce24h_2	Induce24h_3	Induce48h_1	Induce48h_2	Induce48h_3
AT3G56940	15.0482570245719	15.0169660654567	14.926247593798	14.524561522418	14.3104572083053	14.5024913962382	12.7504260244988	12.6915978845436	12.728091213155	14.7589004708084	14.8368705890943	14.7190853993543	13.3815264224526	13.2691628499324	13.3976492508863
AT2G21660	14.1885691995653	14.0802965736859	13.869739666111	14.7448548002882	14.9348871957392	15.2571333896852	15.182899632537	15.2465503479209	15.2547257456811	12.4243010875809	12.6273497453039	12.5681125570706	15.3513733763188	15.3248666270597	15.1374435539544
AT5G02500	15.6880282390271	15.7408917111144	15.6635934568104	16.0057471322143	16.1268864868738	16.0401141638165	16.4533422157199	16.4455723375671	16.437571415926	15.9326436789082	15.7993184120439	15.8457112629782	16.1811711887076	16.2043962988401	16.1411860354679
AT1G52410	8.76152871196973	8.74019931001061	8.77595904668903	11.5266029980912	11.5236762807525	11.6313231835395	13.7869582351202	13.6374109488797	13.5213309621418	14.507548282858	14.5531665121768	14.6199160290608	14.2362470422369	14.2844016026805	14.218309671233
AT4G12800	15.4066830954167	15.3739098161406	15.2722321853385	15.2339016502667	15.0131366280626	15.1391600454264	14.4156789990029	14.3031080224228	14.2567188464754	15.1299611996361	15.2806476016723	14.9914742298478	14.3537162930037	14.2937176342874	14.3542792827122
AT1G21310	15.8626711638365	15.9329231796	15.7852658548199	15.916293400516	15.301272619976	14.466672693989	15.5431897821011	15.5039173546382	15.616368155358	15.1878805686322	14.9035703390061	14.6617363881584	15.4487748367216	15.7462663802267	15.6726296852641
AT3G01500	15.298851053847	15.3300314941243	15.18336821617	15.091616554174	14.8502305019956	14.7830943971439	14.6840398753272	14.5383011627043	14.4373689424711	13.9597001195617	13.8101481392663	13.7167729382258	13.9026942655364	14.00688680032	14.1499088267865
AT2G10940	15.3997715319161	15.5240808840417	15.3497147674339	15.4651641613248	15.200562231104	15.2737989867683	13.932505755872	14.1397020553121	14.1419068686905	13.6750538614936	13.3139709073312	13.1841095700347	13.2890490266183	13.2839367007595	13.3606597595374
ATCG00270	15.7561517482082	15.6430549249926	15.939422293689	15.6774850394422	15.6717890282598	15.9754207387933	15.5797053825294	15.374836710017	15.4750249322213	15.0878076051369	14.8858092566336	15.0323395135849	14.3111381224612	14.26441716331	14.196353911532
AT3G16470	9.93874561551817	10.1036606673068	10.1823703139762	12.7890842472657	12.7652700109922	12.8141822904141	14.4980267669769	14.4252576478924	14.3502916679834	14.4931825611055	14.6236171628927	14.6508263857158	14.3392002050975	14.2747627362888	14.1914563614998
AT3G27690	14.0983677987696	13.7334196157891	13.9160231987194	13.071086757195	12.7099933887056	13.3057552059932	7.28543963303378	7.17017575549816	6.77281623605735	13.6778892737891	13.7821290472094	13.4888924013325	8.43453518771927	7.99529406088918	8.12692339497141
AT1G55670	15.2591295559499	15.1466510103439	15.17429021718	15.1753224619189	14.8143734561608	14.7630898474263	14.4204306043696	14.1731234042257	14.2343600540526	14.7337820133856	14.7492978870602	14.5535361610109	14.2338563162975	14.1932657223583	14.3495328762673
AT1G03130	14.3637955128422	14.2905180860911	14.2818807207118	14.001894402452	13.6827554521543	13.7933298886161	12.236962304276	12.0774798242611	12.076553747565	14.2969940857841	14.3935698127461	14.13101448307	12.331625518502	12.1457998394439	12.3513908841324
AT1G66280	10.1684430484481	10.409246564887	10.2787879513701	12.3689012469502	12.2968065611554	11.9931239039026	14.1710099553345	14.2246764378711	14.16247540142	14.6087096431759	14.5678622897145	14.5310020995559	14.7115498918651	14.6928924009334	14.8099057373295
AT4G02770	15.3733326606826	15.3172232518874	15.2794204409706	15.130582664679	14.9736184901839	15.1245947130512	14.1934407160241	14.0496798314943	14.0491990587604	15.0563904749393	15.1171388667001	14.9505983251323	14.2172291623693	14.1331814350859	14.1999512302653
AT4G08870	9.90273978345345	9.72855750737077	9.81677588337311	12.6639345642786	12.5424699204502	12.6529775081895	14.2617368790773	14.1741302890273	14.0219255823884	15.4407781574455	15.3397183473288	15.3398899226281	14.0593942140892	14.0729995472001	14.0572662593689
AT4G28750	14.9040217306487	14.8225330670643	14.8101758472623	14.7052449385747	14.4145559904616	14.5881737356772	13.7163399652794	13.6418690849641	13.541939278154	14.4210401365882	14.5850828528662	14.3725358235609	13.4393413288125	13.4571766316745	13.527042046815
AT1G67740	14.9131036675396	14.8787788813621	14.8216174224831	14.6171337985072	14.1143553727615	13.8419379543703	14.0089669086345	13.8352222060471	13.8857058693477	14.5784202948533	14.612114932218	14.2940754104375	13.786375016497	13.820005796918	13.8918192191113
AT4G38970	15.7657449158743	15.73933419169	15.5947219397332	15.4592618289393	15.4177705013331	15.5001919967391	15.055874313414	14.984559829074	14.9344466459687	15.2491756570278	15.2824687232149	15.1669074455198	14.9468256386555	14.9423745790452	14.9547362806457
ATCG01130	15.7988909734092	15.6014391389495	15.9951254487963	15.7670939955642	15.5308626452241	15.5351429824066	15.8510331337798	15.6833371837876	15.8241838819515	15.6351404231884	15.4396881943546	15.644332034548	15.1293474826737	15.1674236357278	15.3595553009311
AT1G76930	14.6242178222491	14.689870417758	14.6148134873868	14.5196557994605	13.9179198604426	13.1725915715588	13.9645296870966	13.9499135200537	14.0943851229071	14.9227637788737	14.694594467794	14.6693673655723	15.1062915666578	15.4911519371264	15.4771815874773
AT5G38420	15.6305772386056	15.4794499946368	15.5323767109473	15.2893574214529	15.1825126205343	15.3483662157537	15.3891116473589	15.4187374493211	15.321660566842	14.6199095102865	14.6635892895678	14.4317674461931	14.8926505135872	15.0149656359521	15.0144343873051
AT4G05180	14.5295666547429	14.3989762789356	14.4162524493938	14.4491087809451	14.206826235805	14.3809606357441	13.4895614546823	13.3408719765916	13.3059730655256	14.3241173925462	14.4767426481341	14.3048186979631	13.5512725716682	13.4275394032858	13.5174930352537
AT1G79040	15.3468999154659	15.175139830446	15.1941574911681	15.2303184914832	15.0194769830568	15.2532997746672	14.5660314829015	14.4273348514056	14.355871290291	14.8672606228973	15.1583352633658	14.9343106896169	14.600045506965	14.57679300971	14.4223121434678
AT2G25450	13.5401794358137	13.5476902869757	13.6290061684233	14.2898147390904	14.1853381879164	14.158422392805	14.6525009995215	14.5400082226834	14.4257989349691	14.7398409415336	14.8543266458081	14.8355975510664	15.3303049944635	15.3667399340364	15.3318254141687
AT5G42650	11.1200552248504	10.9684090577842	10.9485272219714	15.0734323318155	14.9439617255089	15.090989289481	15.3746883715805	15.3416952080321	15.274434525262	15.3600078145103	15.4406714659953	15.323477477942	15.2190814652259	15.2349745352322	15.190157327443
AT3G09260	14.7342412121932	14.8115449607263	14.7690349508412	14.9680341359794	14.9947157938021	14.8256470021582	15.8114951830137	15.9379615180643	15.8787863819535	15.9701731188668	15.9526263967253	16.0234293434627	15.9688144384256	16.03106988887	15.9580983254032
AT4G18440	10.3762268941103	10.3253240799286	10.3900646257044	12.5184734105356	12.3404097521692	12.3883048178742	13.9350809720437	13.8025268274415	13.7145624955266	14.4502290359932	14.3597660211802	14.4513780122234	13.0845183657594	13.1185656256825	13.1414132153356
AT1G08380	14.8579099303893	14.63785119794	14.6803241738045	14.5241586058276	14.4976161943853	14.8878969270485	13.2126222682176	13.1008178392232	13.0036098756681	14.3994872526167	14.6344159649012	14.456643280472	13.3513683427045	13.3430723119384	13.2853185795537
AT4G39980	12.0322730403786	11.9721780657007	11.9395126769308	14.425302160373	14.2976885963185	14.1187600228889	14.3400218182353	14.2811491360411	14.3179185657881	13.813492130105	13.7133650235519	13.6862802438695	13.7778241600438	13.7996707263832	13.8319771621446
AT3G16400	11.9469998081626	11.9557779075027	11.9708108963492	13.4975338552501	13.447591385532	13.3936023694404	14.4785548078192	14.496114429769	14.4220058284976	14.17355497489	14.1767188323739	14.2188439667493	13.8221199549734	13.832016896338	13.6808084367864
AT1G66270	10.9005963177013	10.8342347863525	10.7306713396419	11.2922735877168	11.5496925880821	11.4412766009524	12.8937855418756	12.8777378406157	12.8031963161234	14.0582989448413	14.0737006936667	14.1198500225194	14.431533333904	14.4062066213107	14.3797453343202
AT3G26520	14.5699214279728	14.6176544268469	14.4528255444202	14.6340070545545	14.5624712658457	14.6708260656138	13.6120424066109	13.6437910819278	13.554587792308	14.120564446827	14.0924547760904	14.0656125056838	13.7607858622762	13.5978781486292	13.5961368169999
AT2G30860	14.5055410980985	14.3060444412888	14.4112097786829	15.0960318832975	15.1514000591569	15.4471380311746	15.7744284317866	15.7978337980924	15.7453762271871	15.5351721674725	15.5886556445685	15.5103991181225	15.4426457437999	15.348484475566	15.2518908765224
AT1G19670	9.322067949543	9.31981817901869	9.44178217463437	14.4537548735998	14.3797642643677	14.5033221013448	15.0693914714675	14.9484463941184	14.8791329819878	14.8266989375978	14.9536416366451	14.8212235857564	14.8999405017758	14.9578216187547	14.8288385252033
AT3G28220	8.94585206404507	8.30675018240465	8.53523953153388	11.1416407314473	10.3824910809906	10.7052545161993	13.3629959650371	13.1454503613491	12.9609263457012	14.402313775385	14.2120881933086	14.2140655535536	13.6614500016125	13.6446325809025	13.6835117660362
AT3G21055	14.8235658415494	14.6499161433665	14.6220817484632	14.6063488115304	14.409554590716	14.6194166261554	13.9096376163829	13.861628336934	13.8112722193488	14.1987466396331	14.2881590651779	13.9978469653943	13.6814297931548	13.6534148546263	13.7199702123537
AT2G30870	12.4220325180789	12.4112076538012	12.3096213302872	13.7161630593544	13.8020208762443	13.982476374638	14.4523980303026	14.5673632397879	14.5004207582377	14.2391339238051	14.5392076587188	14.416221552888	14.5007415289437	14.58384356194	14.4980948625789
AT5G23820	10.6865684054017	10.6599680765137	10.8023099845886	12.6778479057045	12.4151313521463	12.3305497228198	14.364668778468	14.290571640558	14.304313094229	14.4502478968093	14.4898174425313	14.4917336915612	14.1610508119571	14.2642792121534	14.2728912702166
AT3G61440	13.2619210797949	13.2694068602637	13.3067745969965	13.4465767725331	13.4261101444998	13.3858445823904	13.9624723934959	13.8790399332887	13.8948328501177	14.5362696471103	14.6926935074228	14.5168697482088	14.2837616676653	14.3867067075821	14.3721558229405
AT1G52230	14.1683852723575	14.0558665217939	14.1417952660511	13.8506184983052	13.5096106525955	13.6309133216553	12.6437808045996	12.5824824543876	12.5237097070611	13.7705695081671	13.8357023085286	13.6165793001931	12.4940324102308	12.5215010050138	12.6937744897092
AT4G21960	15.3620482613967	15.2458541560849	15.2289003619003	15.1143981658908	14.9970361116664	15.1037290717624	15.0118831833506	14.9186665996537	14.909774211138	14.903346946384	15.1368714958314	14.9256439251227	15.286217756267	15.3284097699012	15.3208820397332
AT5G46110	14.5347683316624	14.446441313447	14.5177401964888	14.161635361784	13.8958133245131	13.8963712932142	13.4088385486751	13.256441279692	13.1857914869886	14.2953288478489	14.2864341866753	14.1921184284539	13.6677800373966	13.668036899624	13.6826042596237
AT5G60390	16.0678519930335	16.0427902139615	16.031397608088	16.0512554425514	16.2898159305946	16.3572659599176	16.2749190548152	16.3710194110326	16.3892618053851	16.1977220430124	16.1334494453386	16.1393639161728	16.2310921620872	16.2140416325447	16.1302210939926
AT2G06520	14.8759717208097	14.7216196309096	14.7345763080589	14.6412712353808	14.5363700889395	14.7025585466913	13.8564817638016	13.761826308026	13.7462150041451	14.5437036872562	14.6641642573695	14.4657374135217	13.9628304952621	13.9002699518161	13.9883464189681
ATCG00280	15.0612040028195	15.0700184316931	15.2752308764769	15.0411454731811	14.8590106767258	14.8187956869966	14.7755382141865	14.6103446408501	14.68493614994	14.5599436134157	14.2660884442552	14.2583211681021	13.6280622974049	13.7762944320924	13.7006170169436
AT1G74470	14.2724492172506	14.2118899493821	14.1666209460167	13.8394380286721	13.8280631276298	14.1736128933232	12.3404969631738	12.4321509154231	12.3657831455808	14.0417079220358	14.0984054002508	14.1257535969583	12.7958326985549	12.6992024098376	12.5831928450176
AT2G39030	6.52116130082037	5.80334794513718	5.99587354972812	8.20276998773077	8.38082469149203	8.09187203206212	12.2007001869009	12.0854718289971	12.2079654681709	15.3681366921996	15.5364107621961	15.355548473488	15.0494625259328	15.0849876195184	15.0503809505178
AT5G26260	9.10646095531516	9.37547714007849	9.35766922734334	10.1673911124333	10.4043266835001	10.1277764946078	12.4081058161706	12.440967732641	12.4026199676428	13.1324982128656	13.0842079619823	13.1635060019615	13.4748072060229	13.4163711777587	13.4970710113053
AT5G38430	15.2356769442789	15.1301704355872	15.1611666041993	14.9536164750437	14.9776171517947	15.0748387549004	15.3387437059341	15.3855703101772	15.3866989117934	14.2094841277491	14.0893689718855	13.9571952031259	15.2642869378688	15.3864218241358	15.3574208512884
AT5G25980	12.4795743532976	12.3021768124616	12.2407202923046	12.6930855415154	12.4335371303913	12.2574149059555	12.972029800485	12.7015137133557	12.6021876703106	13.1262763308176	13.2480278671323	12.8311031520839	13.6269688859001	13.5282467200132	13.6939394465813
AT1G20340	15.4497482812696	15.3264171600524	15.4132868924302	15.3031446254278	15.3236178889127	15.7572067571755	15.0308793333923	14.988248652168	14.8499264464649	15.0341393991738	15.3061554920338	15.1931576454888	15.0802903387068	15.0409215877251	14.8696120808066
AT3G16420	13.0402226975171	13.0184423556614	13.1213183913629	13.631779677784	13.7139172090038	13.7457095767569	14.9432808961301	15.0932382468874	14.9530968518424	14.971211897112	14.9714945692872	15.1073152344321	14.941626534224	14.9503391783014	14.8391357264638
AT5G54770	15.8899163938872	15.8363104807368	15.7810322424558	15.7610341928029	15.9577604662634	16.3409273483148	15.7326102220831	15.7357305343147	15.6233985613439	15.3497149412543	15.669454269915	15.5821195343838	16.2587824133954	16.1724730556534	15.934474292702
AT5G17920	15.9737780001103	16.0241812794967	15.8293809566896	15.9522257404919	15.9724611305001	15.9044154347088	15.7517743085108	15.8086986629321	15.8103734003819	15.8647322937683	15.8218539644076	15.7869666549359	15.6979844670177	15.7043036107612	15.6279704351435
AT1G12900	14.3347506176635	14.1879564667106	14.2621171093432	13.9527331245689	13.9197958075555	14.0513438101636	13.1201935340848	13.0780555647367	12.9416043695159	13.9362495900167	13.9919711471659	14.0540803131985	13.3050115310119	13.2088146726859	13.0944969796618
AT1G52000	8.44738992338694	7.93844748269004	8.22580043248576	11.6922737036174	11.3192101654258	11.4221810484064	12.9394301164947	12.7200794860198	12.6245141748965	13.7835989506547	13.6831157038953	13.6976399829133	13.5042260585785	13.5469367732876	13.4275285103946
AT1G14250	8.72721986030198	7.96320556815268	8.17444025604216	10.963755708183	10.5691100883315	10.6321016499926	12.2034310344948	12.2295616023323	12.1224318163375	14.1102306995523	14.1053855822647	14.1418113737044	13.8670182520303	13.8013567554656	13.7910329927251
AT4G31500	12.3205983101167	12.2316235516226	12.3120189366837	14.5672407789015	14.3621653268998	14.167943884968	14.1691429699164	14.1662562075236	14.1773121587458	13.9272181149193	13.7712987005381	13.7014976900696	13.3779589086617	13.5527250932011	13.5736030674941
AT2G30570	14.9189010364741	14.7829923342091	14.8575216135582	14.6891545933489	14.5219635939617	14.7003701310182	13.8264048169969	13.7240454926314	13.6550194419526	14.6657678633678	14.821939432016	14.6765993399287	13.874406273566	13.8811230140896	13.8917001022917
AT5G26000	14.8885304103879	14.8340679371382	14.9000610555664	14.9975969646317	14.8252837938214	14.7978213815207	14.9927510417536	14.8454843364258	14.8231898169994	14.7177512248637	14.7257746424031	14.6256117976847	14.812846379863	14.782368217995	14.870070704914
AT5G20630	14.3106554842373	14.2297347763118	14.2158693642407	14.3291727639926	13.9330177794953	13.8712286588495	14.8521384958337	14.821354658711	14.8762613826293	11.8923405040518	11.7716551319395	11.7893561051781	14.1844029989916	14.2246715745341	14.3538954235456
AT1G35720	12.6430581976977	12.6047193150958	12.5380408567971	12.8910340881878	13.0301525949795	13.1217257095063	13.5948820735912	13.5884894984563	13.5477081549661	13.761125947756	13.9248964320054	13.8841765877921	14.276258058061	14.2524439019187	14.2066519008469
AT5G04590	12.9806797549357	13.0107125937017	13.0458712057181	13.8593778340228	13.9182933034552	13.8392160318733	14.4218597715313	14.5052883945221	14.4515216679773	14.3008054750082	14.3069804132437	14.3108080565893	14.051000008027	14.0214483107358	13.9194415095499
AT4G27440	14.4456919784659	14.2547059521824	14.3285892822117	14.1111259468355	14.1187237540619	14.3954910069892	12.7393963585974	12.7167072621629	12.6632121734147	13.0710376012321	13.3454683207048	13.2395800001871	13.3687904075929	13.1984954083164	13.277176442528
AT1G59870	13.6523849206953	13.7748236789027	13.6706296988287	15.0360001871051	14.8634441690467	14.6570430713054	14.6298744425058	14.5605439529478	14.484160506689	14.3040641893621	14.4562802549169	14.3106561736927	14.7692967368118	14.7881337792307	14.7857010748935
AT4G33010	14.9955495219182	14.9464618575568	14.8717224828466	14.6448301611934	14.308342992323	14.1596445418616	14.3480519336314	14.1635702256899	14.091372876991	14.4104005916358	14.2608954370575	14.1726213418012	14.0258466309135	14.1293591545472	14.104235203736
AT1G07890	13.8597136205303	13.9302182265044	13.8330853568274	14.0532313120944	14.2107680039461	14.2653620024123	14.522981475551	14.6767806590435	14.6003358365529	14.5973549312295	14.5694425170495	14.5732129268509	14.3003029073593	14.163809829049	14.1132241742245
AT5G64040	14.129528463046	14.0422952231055	14.1126232589421	13.9127036180512	13.7684645877714	14.028212646465	12.678860294432	12.6474008663694	12.4878393017509	13.6048354379918	13.7583069223701	13.7514678397498	12.4536710786356	12.3580260861776	12.3417325940906
AT3G14310	12.7168380842574	12.8684791534208	12.6813063453601	13.7302814312039	13.7575812497277	13.7687064264533	14.3853556742322	14.397431378029	14.3446579936242	13.9948971476092	14.2637188095079	13.9972591103589	14.3141382957993	14.4327069387777	14.2596380228946
AT4G35090	13.7884403166879	13.876427725252	13.6668881283423	13.2255216381912	13.0934433615913	13.021795235186	12.2651586703033	12.3380516652809	12.2307663006535	14.2391069926717	13.9816964054309	13.992101999713	12.4810668175602	12.4959755643565	12.583388611608
ATCG00790	15.2666932215161	15.111671316191	15.402157183102	15.1815445664703	14.741335966586	14.6071595520218	14.935946524026	14.7222496955266	14.8065751854814	14.6801568377327	14.4025703132467	14.536769464518	13.9458865511322	14.0655827434473	14.2608374095186
AT2G21330	14.0652506229598	14.028832480213	13.903520546198	13.5004714751103	13.5339500791317	13.7267103671294	12.6740511721393	12.6942369534333	12.6556736189884	14.0338781483471	14.0473836116466	13.8540114859836	13.0742651819843	13.0924849656472	13.1526325430205
AT1G52040	6.52451903089097	6.17441637712592	6.27368875980223	7.66924990010145	7.31411250053169	7.20707858388283	11.5753490630482	11.4821305847861	11.4681953743616	13.2665299863194	13.1559465582679	13.2391543281755	13.3771186681093	13.388672680456	13.2605323421978
AT3G50820	14.1228990256878	14.0406129206155	13.9603968410783	13.8467024685644	13.7421864635509	13.8948340707538	12.9116874726306	12.8024823003757	12.7097546324519	13.6921039880649	13.8142755021001	13.6482491360375	13.1649850277689	13.0309185414981	13.1566151478
AT4G34200	12.2793643640205	12.2500452245813	12.2142230905925	13.2286173139359	13.4249869096343	13.4333850179971	14.039816353185	14.241875760167	14.2318666549923	14.1867762181367	14.3584761615796	14.3090421546035	14.1896267549986	14.1763912712388	13.9902628444056
